nome,camada,data,data_original,hora_marcador,status_data,uf,endereco_ou_localizacao,latitude,longitude,link,site_leiloeiro,fonte_data_hora,link_edital,resumo_edital,descricao,fonte_descoberta,dominio_origem,url_descoberta,descoberto_em,confianca_dados,status_evento
"[EMPRESA] - MAXICASE - Mﾃ｡quinas, Caminhﾃｵes - Campo Novo do Parecis / MT",ATUALIZAÇÃO 30/07/2026,2027-02-26,26/02/2027,10:24,futuro_ou_hoje,MT,,,,https://www.sold.com.br/evento/maxicase-774177?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,site,,"""350000"",""priceCurrency"": ""BRL"",""availability"": ""https://schema.org/InStock"",""validFrom"": ""2026-02-27 10:24:00""},""performer"": {""@type"": ""PerformingGroup"",""name"": ""Superbid""},""organizer"": {""@type"": ""Organization"",""name"": ""Superbid Brasil - Leilão Oficial Online"",""url"": ""https://www.sold.com.br""}},{""@context"": ""https://schema.org"",""@type"": ""BreadcrumbList"",""itemListElement"": [{""@type"": ""ListItem"",""position"": 1,""name"": ""Tomada de preço"",""item"": ""https://www.sold.com.br/?searchType=op",DATA: 31/07/2026 | MARCADOR: 9:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sold.com.br/evento/maxicase-774177?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: 78360-000 - Campo Novo do Parecis - MT - Brasil,mapa,,,,,
[PRODUTOS] - Produtos - Rio de Janeiro / RJ,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,19:00,futuro_ou_hoje,RJ,,,,https://www.narnialeiloes.com.br/leilao.asp?Num=63713,,site,,"('config', ''); var jsTemplate = ""template1""; var loadData = '{""URL_SITE"":""http://www.narnialeiloes.com.br/"",""URLCOMMON"":""https://du2us4f94qfno.cloudfront.net/"", ""data"": [{""RAND"":""0"",""LINKS"":""1"",""ATIVAR_SITE"":""2"",""ANDAMENTO"":true,""TITULO"":""LEILÃO AGOSTINO DE ARTE, ANTIGUIDADE, COLECIONISMO E NUMISMÁTICA"",""EXPOSICAO"":"" Somento online. "",""LEILAO"":"" Dia 3 e 4 de Agosto de 2026 Segunda e Terça-Feira às 19h Informações: (21) 97248-1540 WhatsApp E-mail:narnialeiloes@gmail.com "",""LOCAL"":""",DATA: 03/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.narnialeiloes.com.br/leilao.asp?Num=63713 | LOCALIZAﾃ�ﾃグ: Rua Maria Ilda Pinto dos Santos - Guaratiba - 23040-309 - Rio de Janeiro - RJ - Brasil,mapa,,,,,
"[PREFEITURA] - Equipamentos, Produtos, Sucatas, Caminhﾃｵes, Veﾃｭculos, Caminhonetes, ﾃ馬ibus, Mﾃ｡quinas - Santiago do Sul / SC",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SC,,,,https://diegoleiloes.com.br/leilao/1083/lotes,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://diegoleiloes.com.br/leilao/1083/lotes | LOCALIZAﾃ�ﾃグ: Rua Angelo Toazza - 89854-000 - Santiago do Sul - SC - Brasil,mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, Veﾃｭculos, Vans, ﾃ馬ibus, Caminhonetes - Balsas / MA",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MA,,,,https://www.mgl.com.br/leilao/prefeitura-municipal-de-balsas-ma/7233/#&Pagina=1&Index=1,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgl.com.br/leilao/prefeitura-municipal-de-balsas-ma/7233/#&Pagina=1&Index=1 | LOCALIZAﾃ�ﾃグ: Dr. Jamildo, S/N - Potosi - 65800-000 - Balsas - MA - Brasil",mapa,,,,,
[EMPRESA] - PETROBRAS - Betim / MG,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MG,,,,https://www.sold.com.br/evento/petrobras-pea0365931-789990?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sold.com.br/evento/petrobras-pea0365931-789990?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Avenida Refinﾃ｡ria Gabriel Passos, 364 - Distrito Industrial Paulo Camilo Sul - 32669-200 - Betim - MG - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - DETRAN - Motos, Veﾃｭculos, Sucatas - Nova Serrana / MG",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MG,,,,https://drive.google.com/file/d/1x9EOsGBJWbNWHF6wTw9EZ6BctX0LLIzp/view?usp=drive_link,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1x9EOsGBJWbNWHF6wTw9EZ6BctX0LLIzp/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: 35520-000 - Nova Serrana - MG - Brasil,mapa,,,,,
[PREFEITURA] - Sucatas - Campinas / SP,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.hastasp.com.br/evento/sucata-leilao-01-2026-municipal-sao-bern-do-campo-784144?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.hastasp.com.br/evento/sucata-leilao-01-2026-municipal-sao-bern-do-campo-784144?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rodovia Lix da Cunha - Trﾃｪs Vendas - 13052-520 - Campinas - SP - Brasil,mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Ituiutaba / MG,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MG,,,,https://leiloes.arthurnunes.leilao.br/lote/153-001-imovel-urbano-com-2362100m2-ituiutabamg,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://leiloes.arthurnunes.leilao.br/lote/153-001-imovel-urbano-com-2362100m2-ituiutabamg | LOCALIZAﾃ�ﾃグ: Avenida Governador Josﾃｩ de Magalhﾃ｣es Pinto - Nossa Senhora Aparecida - 38301-140 - Ituiutaba - MG - Brasil,mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Itobi / SP,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.mgl.com.br/leilao/prefeitura-municipal-de-itobi-sp/7232/#&Pagina=1&Index=1,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgl.com.br/leilao/prefeitura-municipal-de-itobi-sp/7232/#&Pagina=1&Index=1 | LOCALIZAﾃ�ﾃグ: Sete de Setembro, 932 - CENTRO - 13715-000 - Itobi - SP - Brasil",mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Araraquara / SP,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SP,,,,https://www.mgl.com.br/leilao/prefeitura-municipal-de-araraquara-sp/7272/#&Pagina=1&Index=1,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mgl.com.br/leilao/prefeitura-municipal-de-araraquara-sp/7272/#&Pagina=1&Index=1 | LOCALIZAﾃ�ﾃグ: Rua Sﾃ｣o Bento, 840 - Centro - 14801901 - Araraquara - SP - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Mﾃ｡quinas, Equipamentos, Produtos - Itacambira / MG",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MG,,,,https://danielgarcialeiloes.com.br/leilao/7699/lotes,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://danielgarcialeiloes.com.br/leilao/7699/lotes | LOCALIZAﾃ�ﾃグ: Av. Francisco Bicalho, 75 - Centro - 39594-000 - Itacambira - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Produtos, ﾃ馬ibus - Capela Nova / MG",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MG,,,,https://danielgarcialeiloes.com.br/leilao/7681/lotes,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://danielgarcialeiloes.com.br/leilao/7681/lotes | LOCALIZAﾃ�ﾃグ: Lopes de Assis, 09 - CENTRO - 36290-000 - Capela Nova - MG - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, Equipamentos, ﾃ馬ibus, Vans, Mﾃ｡quinas - Cabreﾃｺva / SP",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SP,,,,https://mjleiloes.com.br/leiloes/99?slug=leilao-da-prefeitura-de-cabreuva-sp-veiculos-tratores-e-outros,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://mjleiloes.com.br/leiloes/99?slug=leilao-da-prefeitura-de-cabreuva-sp-veiculos-tratores-e-outros | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Rua Lﾃｭbano, 50 - Villarejo Sopﾃｩ da Serra (Vilarejo) - 13317-696 - Cabreﾃｺva - SP - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SAD - Produtos, Sucatas - Campo Grande / MS",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MS,,,,https://www.mariafixerleiloes.com.br/leilao/index/leilao_id/96903,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.mariafixerleiloes.com.br/leilao/index/leilao_id/96903 | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Avenida Tamandarﾃｩ, 1066 - Vila Planalto - 79009-790 - Campo Grande - MS - Brasil",mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, ﾃ馬ibus, Vans, Veﾃｭculos, Presencial - Matina / BA",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,BA,,,,https://www.hatoryleiloes.com.br/externo/leilao/107,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.hatoryleiloes.com.br/externo/leilao/107 | LOCALIZAﾃ�ﾃグ: Sete de Setembro, S/N - Aldo Lucheta - 46480-000 - Matina - BA - Brasil",mapa,,,,,
"[PREFEITURA] - Caminhonetes, Mﾃ｡quinas, ﾃ馬ibus, Veﾃｭculos, Presencial - Pindaﾃｭ / BA",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,BA,,,,https://www.hatoryleiloes.com.br/externo/leilao/106,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.hatoryleiloes.com.br/externo/leilao/106 | LOCALIZAﾃ�ﾃグ: Levino Mendes - Alvorada - 46360-000 - Pindaﾃｭ - BA - Brasil,mapa,,,,,
[PREFEITURA] - Imﾃｳveis - Franca / SP,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,SP,,,,https://drive.google.com/file/d/1-QjYLwcYwK5E8O7U_h7-t1vIquRQge5l/view?usp=drive_link,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/1-QjYLwcYwK5E8O7U_h7-t1vIquRQge5l/view?usp=drive_link | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Rua Frederico Moura, 1517 - Cidade Nova - 14401-150 - Franca - SP - Brasil",mapa,,,,,
"[PREFEITURA] - Produtos, Veﾃｭculos, Sucatas - Santana de Mangueira / PB",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,10:00,futuro_ou_hoje,PB,,,,https://www.colossoleiloes.com.br/eventos/leilao/87/leilao-dos-bens-moveis-inserviveis-da-prefeitura-de-santana-de-mangueira,,edital_pdf,https://static.suporteleiloes.com.br/colossoleiloescombr/leiloes/87/documentos/sl-doc-87-6a58c047389f6-6a58c0473de1a.pdf,"SM), inscrita no CNPJ 09.150.087/0001-58, com sede na Rua Jose Quintino Magalhães, Sn, CEP: 58.985- 000, Centro, Santana de Mangueira /PB, através do Senhor(a) Prefeito(a), torna público para conhecimento dos interessados que fará realizar LEILÃO PÚBLICO, realizado exclusivamente na modalidade eletrônica ( ON-LINE) no dia 04 DE AGOSTO DE 2026, À PARTIR DAS 10h00min, alienando bens inservíveis no estado em que se encontram. A presente licitação reger -se-á pelas normas e dispositivo",DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.colossoleiloes.com.br/eventos/leilao/87/leilao-dos-bens-moveis-inserviveis-da-prefeitura-de-santana-de-mangueira | LOCALIZAﾃ�ﾃグ: 58985-000 - Santana de Mangueira - PB - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, Caminhﾃｵes, Mﾃ｡quinas, Imﾃｳveis - Sulina / PR",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,10:00,futuro_ou_hoje,PR,,,,https://www.lancevip.com.br/eventos/leilao/2687/prefeitura-municipal-de-sulina-leilao-para-alienacao-de-bens-publicos-inserviveis,,edital_pdf,https://static.suporteleiloes.com.br/lancevipcombr/leiloes/2687/documentos/sl-doc-2687-6a4faac8be78b-6a4faac8befbb.pdf,"s aplicáveis à espécie. 1. OBJETO Venda de bens públicos inservíveis, ociosos ou antieconômicos, móveis e imóveis, de propriedade do Município de Sulina, descritos e avaliados no Anexo I deste edital, organizados em 19 (dezenove). 2. DATA, HORÁRIO E LOCAL Leilão (Sessão Única): Abertura para lances: Após a publicação do edital Início do encerramento: 04 de agosto de 2026, a partir das 10:00 (Horário de Brasília) Local: Online, pelo site www.lancevip.com.br Presencial no endereço: Ru","DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.lancevip.com.br/eventos/leilao/2687/prefeitura-municipal-de-sulina-leilao-para-alienacao-de-bens-publicos-inserviveis | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOCAIS DA CIDADE. | LOCALIZAﾃ�ﾃグ: Rua Antonio Dionisio Reichert, S/N - Sulina - 85565-001 - Sulina - PR - Brasil",mapa,,,,,
"[PREFEITURA] - ﾃ馬ibus, Vans, Veﾃｭculos - Acari / RN",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,RN,,,,https://www.lancecertoleiloes.com.br/leilao/040826ACARI,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.lancecertoleiloes.com.br/leilao/040826ACARI | LOCALIZAﾃ�ﾃグ: VICENTE DE MOURA, 497 - DINARTE MARIZ - 59370-000 - Acari - RN - Brasil",mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, Vans, Motos, Caminhﾃｵes, ﾃ馬ibus, Equipamentos, Imﾃｳveis, Sucatas - Ivaiporﾃ｣ / PR",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,PR,,,,https://www.andreluizleiloes.com.br/evento/municipio-de-ivaipora-783773?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.andreluizleiloes.com.br/evento/municipio-de-ivaipora-783773?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: Rio Grande do Norte - 86870-000 - Ivaiporﾃ｣ - PR - Brasil,mapa,,,,,
"[PREFEITURA] - Veﾃｭculos, Caminhonetes, ﾃ馬ibus, Sucatas - Alto Alegre do Pindarﾃｩ / MA",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,MA,,,,https://drive.google.com/file/d/129NruY3DKmcUxu31wwF66n-ai3XEOy33/view?usp=drive_link,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/129NruY3DKmcUxu31wwF66n-ai3XEOy33/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Avenida Joﾃ｣o XXIII - 65398-000 - Alto Alegre do Pindarﾃｩ - MA - Brasil,mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, Veﾃｭculos, Equipamentos, ﾃ馬ibus, Sucatas - Cruzeiro do Sul / RS",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,RS,,,,https://topoleiloes.com.br/leilao/3160/automoveis-maquinas-pesadas-sucatas-mobiliario-eletronicos,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://topoleiloes.com.br/leilao/3160/automoveis-maquinas-pesadas-sucatas-mobiliario-eletronicos | LOCALIZAﾃ�ﾃグ: 95930-000 - Cruzeiro do Sul - RS - Brasil,mapa,,,,,
"[PREFEITURA] - Mﾃ｡quinas, Equipamentos, Caminhonetes, Veﾃｭculos, Vans, ﾃ馬ibus, Sucatas - Chapada / RS",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,RS,,,,https://www.levyleiloes.com.br/leilao/44/lotes,,mapa,,,DATA: 04/08/2026 | MARCADOR: 4:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.levyleiloes.com.br/leilao/44/lotes | LOCALIZAﾃ�ﾃグ: 99530-000 - Chapada - RS - Brasil,mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SEPLAG - Veﾃｭculos, Caminhonetes, Produtos - Belo Horizonte / MG",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,05:00,futuro_ou_hoje,MG,,,,https://pncp.gov.br/app/editais/05461142000170/2026/88 | https://drive.google.com/file/d/11ugxTSFcNmva8mA0Mto1X1axj7LyBgxu/view?usp=drive_link,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://pncp.gov.br/app/editais/05461142000170/2026/88 | OBSERVAﾃ�ﾃグ: https://drive.google.com/file/d/11ugxTSFcNmva8mA0Mto1X1axj7LyBgxu/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Rua Sﾃｳcrates Alvim, 10 - Camargos - 30520-140 - Belo Horizonte - MG - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - DETRAN - Sucatas, Equipamentos, Motos - Boa Vista / RR",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,05:00,futuro_ou_hoje,RR,,,,https://www.wrleiloes.com.br/leilao/760/leilao-departamento-estadual-de-transito-de-roraima-detran-rr?page=1,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.wrleiloes.com.br/leilao/760/leilao-departamento-estadual-de-transito-de-roraima-detran-rr?page=1 | LOCALIZAﾃ�ﾃグ: Rua Trﾃｪs Marias, 139 - Bela Vista - 69316-158 - Boa Vista - RR - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - DEMAE - Mﾃ｡quinas, Veﾃｭculos, Caminhﾃｵes, Caminhonetes - Caldas Novas / GO",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,05:00,futuro_ou_hoje,GO,,,,https://danielgarcialeiloes.com.br/leilao/7721/lotes,,mapa,,,DATA: 04/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://danielgarcialeiloes.com.br/leilao/7721/lotes | LOCALIZAﾃ�ﾃグ: Avenida Coronel Bento de Godoy - Centro - 75680021 - Caldas Novas - GO - Brasil,mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - SEPLAG - Veﾃｭculos, Caminhonetes, Produtos - Belo Horizonte / MG",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,05:00,futuro_ou_hoje,MG,,,,https://drive.google.com/file/d/11ugxTSFcNmva8mA0Mto1X1axj7LyBgxu/view?usp=drive_link,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://drive.google.com/file/d/11ugxTSFcNmva8mA0Mto1X1axj7LyBgxu/view?usp=drive_link | LOCALIZAﾃ�ﾃグ: Rua Sﾃｳcrates Alvim, 10 - Camargos - 30520-140 - Belo Horizonte - MG - Brasil",mapa,,,,,
"[ﾃ迭Gﾃグ Pﾃ咤LICO] - UFRGS - Produtos, Sucatas - Porto Alegre / RS",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,05:00,futuro_ou_hoje,RS,,,,https://www.kronleiloes.com.br/evento/universidade-federal-do-rio-grande-do-sul-rs-789858?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 5:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.kronleiloes.com.br/evento/universidade-federal-do-rio-grande-do-sul-rs-789858?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: Avenida Bento Gonﾃｧalves, 8670 - Agronomia - 91540-000 - Porto Alegre - RS - Brasil",mapa,,,,,
"[FINANCEIRA] - Veﾃｭculos, Motos - Curitiba / PR",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,04:00,futuro_ou_hoje,PR,,,,https://www.claudiokussleiloes.com.br/relacao-foto/885,,site,,"""json_login.php"", data:{op:""O"",username:$(""input[name=username]"").val(),password:$(""input[name=password]"").val()}, dataType:""json"", success:function(json) { if (json=='1'){ location.reload(); } } }); }); }); Listagem de Veículos 04/08/2026 Leilão Presencial / Online Dia 4 de agosto de 2026 (terça-feira) - Início 10 horas Local: Rua João Lunardelli, 2095 - CIC - Curitiba/PR Visitação: dia 3 das 9h às 17h e dia 4 das 8h30 às 10h no mesmo local do leilão Leia as Condições de Venda Ace","DATA: 04/08/2026 | MARCADOR: 7:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.claudiokussleiloes.com.br/relacao-foto/885 | LOCALIZAﾃ�ﾃグ: Rua Joﾃ｣o Lunardelli, 2095 - Cidade Industrial - 81460-100 - Curitiba - PR - Brasil",mapa,,,,,
[FINANCEIRA] - Produtos - Toledo / PR,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,07:00,futuro_ou_hoje,PR,,,,https://www.jmleiloes.leilao.br/evento/corporativo-789699?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 7:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.jmleiloes.leilao.br/evento/corporativo-789699?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc | LOCALIZAﾃ�ﾃグ: Rua Santos Dumont, 203 - Centro - 85905000 - Toledo - PR - Brasil",mapa,,,,,
[PRODUTOS] - Produtos - Juatuba / MG,ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,08:00,futuro_ou_hoje,MG,,,,https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8543,,mapa,,,DATA: 04/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.palaciodosleiloes.com.br/site/?leilao_pesquisa=8543 | LOCALIZAﾃ�ﾃグ: 35675000 - Juatuba - MG - Brasil,mapa,,,,,
"[PRODUTOS] - Mﾃ｡quinas, Produtos - Sﾃ｣o Caetano do Sul / SP",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,08:00,futuro_ou_hoje,SP,,,,https://www.sodresantoro.com.br/leilao/28848?sort=lot_number_asc,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sodresantoro.com.br/leilao/28848?sort=lot_number_asc | OBSERVAﾃ�ﾃグ: LOTES EM DIFERENTES LOAIS DO BRASIL. | LOCALIZAﾃ�ﾃグ: Avenida Conselheiro Antﾃｴnio Prado, 380 - Centro - 09521-005 - Sﾃ｣o Caetano do Sul - SP - Brasil",mapa,,,,,
"[EMPRESA] - COPEL - Equipamentos, Caminhﾃｵes, Produtos - Guararema / SP",ATUALIZAÇÃO 30/07/2026,2026-08-04,04/08/2026,08:00,futuro_ou_hoje,SP,,,,https://www.sold.com.br/evento/copel-789611?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc&,,mapa,,,"DATA: 04/08/2026 | MARCADOR: 8:00 | LOCALIZAÇÃO: | DESCRIﾃ�ﾃグ: https://www.sold.com.br/evento/copel-789611?searchType=opened&preOrderBy=orderByFirstOpenedOffers&pageNumber=1&pageSize=30&orderBy=lotNumber:asc;subLotNumber:asc& | LOCALIZAﾃ�ﾃグ: CORONEL RAMALHO, 113 - CENTRO - 08900-000 - Guararema - SP - Brasil",mapa,,,,,
